,school,sex,age,mother's_education,father's_education,reason,study_time,family_support,extra_classes,higher,G1,G2,G3,subject,study_x_mother's_education,study_x_father's_education
827,Mousinho da Silveira,Male,16,Primary,Grade 5-9,other,5-10 hr,no,no,yes,10,11,11,Portuguese,5-10 hr X Primary,5-10 hr X Grade 5-9
828,Mousinho da Silveira,Female,17,Secondary,Grade 5-9,course,2-5 hr,no,no,yes,10,10,10,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
829,Mousinho da Silveira,Female,17,Primary,Primary,other,<2 hr,yes,no,no,6,6,7,Portuguese,<2 hr X Primary,<2 hr X Primary
830,Mousinho da Silveira,Female,15,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,13,14,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
831,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,reputation,>10 hr,no,no,no,10,9,11,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
832,Mousinho da Silveira,Female,15,Primary,Primary,reputation,2-5 hr,yes,no,yes,10,10,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
833,Mousinho da Silveira,Female,15,Primary,Primary,course,<2 hr,yes,no,yes,6,7,8,Portuguese,<2 hr X Primary,<2 hr X Primary
834,Mousinho da Silveira,Female,16,None,Grade 5-9,other,<2 hr,yes,no,yes,12,11,12,Portuguese,<2 hr X None,<2 hr X Grade 5-9
835,Mousinho da Silveira,Female,17,Grade 5-9,Secondary,course,<2 hr,yes,no,yes,10,11,12,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
836,Mousinho da Silveira,Female,15,Secondary,Secondary,course,<2 hr,no,no,yes,14,16,16,Portuguese,<2 hr X Secondary,<2 hr X Secondary
837,Mousinho da Silveira,Male,16,Primary,Primary,home,2-5 hr,yes,no,yes,7,0,0,Portuguese,2-5 hr X Primary,2-5 hr X Primary
838,Mousinho da Silveira,Male,17,Primary,Primary,home,2-5 hr,no,yes,yes,8,9,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
839,Mousinho da Silveira,Male,15,Post-Secondary,Primary,reputation,2-5 hr,yes,no,yes,12,13,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Primary
840,Mousinho da Silveira,Male,15,Post-Secondary,Primary,reputation,2-5 hr,yes,no,yes,7,9,8,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Primary
841,Mousinho da Silveira,Male,16,Secondary,Post-Secondary,other,2-5 hr,no,no,yes,9,10,11,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
842,Mousinho da Silveira,Male,15,Primary,Primary,course,2-5 hr,yes,no,yes,7,9,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
843,Mousinho da Silveira,Male,15,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,11,11,11,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
844,Mousinho da Silveira,Male,17,Grade 5-9,Primary,other,<2 hr,no,no,no,8,10,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
845,Mousinho da Silveira,Female,16,Post-Secondary,Post-Secondary,course,5-10 hr,no,no,yes,16,16,17,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
846,Mousinho da Silveira,Female,15,Primary,Grade 5-9,course,<2 hr,no,no,yes,11,13,13,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
847,Mousinho da Silveira,Female,16,Grade 5-9,Secondary,course,2-5 hr,yes,no,yes,15,15,15,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
848,Mousinho da Silveira,Male,16,Primary,Grade 5-9,course,2-5 hr,no,no,yes,10,11,11,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
849,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,9,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
850,Mousinho da Silveira,Female,16,Primary,Grade 5-9,course,5-10 hr,yes,no,yes,10,8,8,Portuguese,5-10 hr X Primary,5-10 hr X Grade 5-9
851,Mousinho da Silveira,Female,16,Primary,Grade 5-9,course,5-10 hr,yes,no,yes,9,8,8,Portuguese,5-10 hr X Primary,5-10 hr X Grade 5-9
852,Mousinho da Silveira,Female,15,Grade 5-9,Primary,home,2-5 hr,yes,no,yes,9,10,9,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
853,Mousinho da Silveira,Female,16,Primary,Primary,course,2-5 hr,yes,no,yes,13,14,15,Portuguese,2-5 hr X Primary,2-5 hr X Primary
854,Mousinho da Silveira,Male,17,Primary,Grade 5-9,reputation,<2 hr,yes,no,yes,10,11,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
855,Mousinho da Silveira,Female,16,Primary,Primary,home,>10 hr,yes,no,yes,13,10,13,Portuguese,>10 hr X Primary,>10 hr X Primary
856,Mousinho da Silveira,Female,16,Primary,Primary,other,5-10 hr,yes,no,yes,10,9,10,Portuguese,5-10 hr X Primary,5-10 hr X Primary
857,Mousinho da Silveira,Female,15,Primary,Primary,home,2-5 hr,yes,no,yes,11,10,11,Portuguese,2-5 hr X Primary,2-5 hr X Primary
858,Mousinho da Silveira,Female,16,Primary,Primary,other,<2 hr,no,no,yes,13,12,14,Portuguese,<2 hr X Primary,<2 hr X Primary
859,Mousinho da Silveira,Female,15,Primary,Primary,course,2-5 hr,yes,no,yes,13,14,14,Portuguese,2-5 hr X Primary,2-5 hr X Primary
860,Mousinho da Silveira,Female,15,Grade 5-9,Grade 5-9,other,5-10 hr,yes,no,yes,14,11,12,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
861,Mousinho da Silveira,Male,16,Primary,Primary,other,<2 hr,no,no,yes,11,11,11,Portuguese,<2 hr X Primary,<2 hr X Primary
862,Mousinho da Silveira,Female,18,Primary,Grade 5-9,course,2-5 hr,yes,no,yes,9,8,8,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
863,Mousinho da Silveira,Male,15,Secondary,Primary,home,<2 hr,yes,no,yes,10,9,11,Portuguese,<2 hr X Secondary,<2 hr X Primary
864,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,14,13,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
865,Mousinho da Silveira,Male,15,Grade 5-9,Grade 5-9,reputation,<2 hr,no,no,yes,13,12,13,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
866,Mousinho da Silveira,Male,16,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,13,12,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
867,Mousinho da Silveira,Female,15,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,13,12,12,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
868,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,11,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
869,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,home,<2 hr,yes,no,yes,14,14,16,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
870,Mousinho da Silveira,Male,16,Grade 5-9,Primary,course,<2 hr,yes,no,yes,10,8,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
871,Mousinho da Silveira,Male,15,Primary,Secondary,reputation,<2 hr,yes,no,yes,10,11,11,Portuguese,<2 hr X Primary,<2 hr X Secondary
872,Mousinho da Silveira,Female,15,Grade 5-9,Grade 5-9,course,5-10 hr,yes,no,yes,12,13,14,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
873,Mousinho da Silveira,Female,16,Grade 5-9,Primary,home,<2 hr,yes,no,yes,10,8,8,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
874,Mousinho da Silveira,Male,15,Secondary,Secondary,course,<2 hr,yes,no,yes,12,10,11,Portuguese,<2 hr X Secondary,<2 hr X Secondary
875,Mousinho da Silveira,Female,16,Primary,Primary,course,2-5 hr,yes,no,yes,7,7,8,Portuguese,2-5 hr X Primary,2-5 hr X Primary
876,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,no,9,9,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
877,Mousinho da Silveira,Female,19,Grade 5-9,Secondary,course,<2 hr,no,no,no,9,9,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
878,Mousinho da Silveira,Female,17,Grade 5-9,Primary,course,<2 hr,yes,no,no,9,10,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
879,Mousinho da Silveira,Female,15,Primary,Primary,course,<2 hr,yes,no,no,9,10,9,Portuguese,<2 hr X Primary,<2 hr X Primary
880,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,no,9,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
881,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,home,<2 hr,yes,no,no,7,7,8,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
882,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,11,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
883,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,<2 hr,yes,yes,yes,9,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
884,Mousinho da Silveira,Female,18,Secondary,Grade 5-9,course,5-10 hr,yes,no,no,7,9,10,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
885,Mousinho da Silveira,Female,19,Primary,Primary,course,5-10 hr,no,no,no,7,9,9,Portuguese,5-10 hr X Primary,5-10 hr X Primary
886,Mousinho da Silveira,Male,18,Primary,Primary,home,<2 hr,no,no,no,8,9,10,Portuguese,<2 hr X Primary,<2 hr X Primary
887,Mousinho da Silveira,Female,18,Primary,Primary,course,<2 hr,no,no,no,9,11,10,Portuguese,<2 hr X Primary,<2 hr X Primary
888,Mousinho da Silveira,Female,19,Primary,Primary,course,2-5 hr,yes,no,yes,7,8,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
889,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,no,no,yes,8,10,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
890,Mousinho da Silveira,Female,17,None,Primary,course,<2 hr,no,no,yes,9,9,10,Portuguese,<2 hr X None,<2 hr X Primary
891,Mousinho da Silveira,Female,16,Primary,Grade 5-9,course,2-5 hr,no,no,no,8,9,9,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
892,Mousinho da Silveira,Female,16,Secondary,Secondary,reputation,<2 hr,no,no,no,14,13,13,Portuguese,<2 hr X Secondary,<2 hr X Secondary
893,Mousinho da Silveira,Female,16,Primary,Primary,home,<2 hr,yes,no,yes,14,14,14,Portuguese,<2 hr X Primary,<2 hr X Primary
894,Mousinho da Silveira,Male,17,Secondary,Secondary,course,>10 hr,yes,yes,yes,10,11,10,Portuguese,>10 hr X Secondary,>10 hr X Secondary
895,Mousinho da Silveira,Female,16,Grade 5-9,Primary,course,2-5 hr,yes,no,yes,14,13,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
896,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,<2 hr,yes,yes,yes,17,16,16,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
897,Mousinho da Silveira,Male,17,Primary,Grade 5-9,course,<2 hr,yes,no,no,6,7,7,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
898,Mousinho da Silveira,Male,16,Post-Secondary,Secondary,course,<2 hr,no,no,yes,14,12,13,Portuguese,<2 hr X Post-Secondary,<2 hr X Secondary
899,Mousinho da Silveira,Male,17,Grade 5-9,Grade 5-9,other,>10 hr,yes,no,yes,10,8,9,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
900,Mousinho da Silveira,Female,16,Primary,Primary,course,>10 hr,yes,no,yes,14,14,14,Portuguese,>10 hr X Primary,>10 hr X Primary
901,Mousinho da Silveira,Female,19,Grade 5-9,Grade 5-9,home,5-10 hr,no,no,yes,12,13,13,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
902,Mousinho da Silveira,Female,17,Primary,Primary,reputation,<2 hr,yes,no,yes,11,11,11,Portuguese,<2 hr X Primary,<2 hr X Primary
903,Mousinho da Silveira,Female,20,Secondary,Secondary,other,2-5 hr,no,no,yes,11,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
904,Mousinho da Silveira,Female,17,Primary,Primary,course,5-10 hr,yes,no,yes,11,11,10,Portuguese,5-10 hr X Primary,5-10 hr X Primary
905,Mousinho da Silveira,Male,17,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,yes,10,9,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
906,Mousinho da Silveira,Female,16,Primary,Primary,course,2-5 hr,yes,no,yes,16,17,18,Portuguese,2-5 hr X Primary,2-5 hr X Primary
907,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,reputation,2-5 hr,yes,no,yes,15,17,17,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
908,Mousinho da Silveira,Female,17,Primary,None,other,2-5 hr,no,no,yes,11,9,10,Portuguese,2-5 hr X Primary,2-5 hr X None
909,Mousinho da Silveira,Female,18,Primary,Primary,other,2-5 hr,yes,no,yes,7,7,7,Portuguese,2-5 hr X Primary,2-5 hr X Primary
910,Mousinho da Silveira,Female,16,Secondary,Primary,course,<2 hr,no,no,yes,8,6,8,Portuguese,<2 hr X Secondary,<2 hr X Primary
911,Mousinho da Silveira,Female,16,Secondary,Grade 5-9,course,<2 hr,no,no,yes,7,6,7,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
912,Mousinho da Silveira,Female,18,Primary,Primary,reputation,2-5 hr,no,no,yes,9,8,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
913,Mousinho da Silveira,Female,16,Post-Secondary,Post-Secondary,reputation,2-5 hr,no,no,yes,14,16,16,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
914,Mousinho da Silveira,Female,16,Primary,Grade 5-9,reputation,<2 hr,no,no,yes,14,14,15,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
915,Mousinho da Silveira,Female,18,Grade 5-9,Post-Secondary,reputation,2-5 hr,yes,no,yes,8,5,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
916,Mousinho da Silveira,Male,16,Grade 5-9,Primary,reputation,2-5 hr,no,no,yes,8,7,0,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
917,Mousinho da Silveira,Female,16,Primary,Primary,other,2-5 hr,yes,no,yes,6,8,8,Portuguese,2-5 hr X Primary,2-5 hr X Primary
918,Mousinho da Silveira,Female,16,Grade 5-9,Secondary,other,2-5 hr,yes,no,yes,8,10,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
919,Mousinho da Silveira,Female,16,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,8,8,8,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
920,Mousinho da Silveira,Male,18,Post-Secondary,Post-Secondary,home,>10 hr,yes,no,no,5,6,6,Portuguese,>10 hr X Post-Secondary,>10 hr X Post-Secondary
921,Mousinho da Silveira,Female,16,Secondary,Post-Secondary,other,2-5 hr,yes,no,yes,7,9,8,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
922,Mousinho da Silveira,Male,17,Post-Secondary,Post-Secondary,home,5-10 hr,yes,no,yes,15,14,16,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
923,Mousinho da Silveira,Female,17,Post-Secondary,Primary,other,<2 hr,no,no,yes,13,14,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Primary
924,Mousinho da Silveira,Male,16,Grade 5-9,Grade 5-9,other,5-10 hr,no,no,yes,10,9,10,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
925,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,other,<2 hr,yes,yes,yes,9,9,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
926,Mousinho da Silveira,Female,16,Post-Secondary,Post-Secondary,other,<2 hr,yes,no,yes,11,11,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
927,Mousinho da Silveira,Male,17,Secondary,Secondary,home,<2 hr,yes,no,yes,7,10,9,Portuguese,<2 hr X Secondary,<2 hr X Secondary
928,Mousinho da Silveira,Male,17,Primary,Primary,other,2-5 hr,no,no,yes,10,10,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
929,Mousinho da Silveira,Male,16,Grade 5-9,Primary,other,2-5 hr,no,no,yes,9,7,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
930,Mousinho da Silveira,Female,16,Grade 5-9,Primary,other,2-5 hr,no,no,yes,14,15,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
931,Mousinho da Silveira,Male,16,Post-Secondary,Post-Secondary,other,<2 hr,yes,no,yes,11,12,12,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
932,Mousinho da Silveira,Male,15,Primary,Grade 5-9,course,2-5 hr,yes,no,yes,9,11,10,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
933,Mousinho da Silveira,Male,15,Grade 5-9,Grade 5-9,reputation,>10 hr,yes,no,yes,13,14,14,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
934,Mousinho da Silveira,Male,15,Grade 5-9,Primary,course,<2 hr,no,no,yes,12,13,12,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
935,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,5-10 hr,yes,no,yes,11,11,11,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
936,Mousinho da Silveira,Female,16,Post-Secondary,Primary,home,2-5 hr,yes,no,yes,9,10,10,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Primary
937,Mousinho da Silveira,Female,17,Secondary,Grade 5-9,home,<2 hr,no,no,yes,9,11,11,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
938,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,other,2-5 hr,no,yes,yes,11,9,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
939,Mousinho da Silveira,Female,16,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,10,11,12,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
940,Mousinho da Silveira,Male,17,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,9,9,8,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
941,Mousinho da Silveira,Male,17,Primary,Secondary,course,<2 hr,no,no,yes,12,11,12,Portuguese,<2 hr X Primary,<2 hr X Secondary
942,Mousinho da Silveira,Male,17,Secondary,Post-Secondary,other,2-5 hr,yes,no,yes,8,9,8,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
943,Mousinho da Silveira,Female,17,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,13,15,16,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
944,Mousinho da Silveira,Male,16,Post-Secondary,Primary,other,<2 hr,no,no,yes,10,11,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Primary
945,Mousinho da Silveira,Female,17,Primary,Primary,other,2-5 hr,no,no,yes,11,10,11,Portuguese,2-5 hr X Primary,2-5 hr X Primary
946,Mousinho da Silveira,Female,17,Post-Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,17,18,18,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
947,Mousinho da Silveira,Male,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,13,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
948,Mousinho da Silveira,Male,17,Secondary,Grade 5-9,other,2-5 hr,yes,yes,yes,13,14,13,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
949,Mousinho da Silveira,Male,19,Primary,Primary,other,2-5 hr,yes,no,no,9,9,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
950,Mousinho da Silveira,Male,17,Primary,None,home,<2 hr,no,no,yes,11,11,12,Portuguese,<2 hr X Primary,<2 hr X None
951,Mousinho da Silveira,Female,17,Primary,Primary,course,<2 hr,yes,no,no,10,11,10,Portuguese,<2 hr X Primary,<2 hr X Primary
952,Mousinho da Silveira,Female,16,Primary,Grade 5-9,home,5-10 hr,yes,no,yes,13,14,13,Portuguese,5-10 hr X Primary,5-10 hr X Grade 5-9
953,Mousinho da Silveira,Male,16,Primary,Grade 5-9,course,<2 hr,no,no,yes,9,10,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
954,Mousinho da Silveira,Female,17,Secondary,Primary,course,2-5 hr,yes,no,yes,7,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
955,Mousinho da Silveira,Male,17,Grade 5-9,Grade 5-9,course,<2 hr,no,no,no,8,13,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
956,Mousinho da Silveira,Male,18,Primary,None,course,<2 hr,yes,no,yes,12,12,13,Portuguese,<2 hr X Primary,<2 hr X None
957,Mousinho da Silveira,Male,17,Primary,Primary,course,<2 hr,yes,no,yes,10,9,10,Portuguese,<2 hr X Primary,<2 hr X Primary
958,Mousinho da Silveira,Male,18,Primary,Primary,course,2-5 hr,yes,no,yes,10,9,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
959,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,no,no,yes,11,13,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
960,Mousinho da Silveira,Male,17,Grade 5-9,Grade 5-9,course,<2 hr,no,no,yes,7,0,0,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
961,Mousinho da Silveira,Male,16,Secondary,Grade 5-9,course,<2 hr,no,no,yes,11,9,10,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
962,Mousinho da Silveira,Male,16,Primary,Primary,course,<2 hr,no,no,yes,10,10,9,Portuguese,<2 hr X Primary,<2 hr X Primary
963,Mousinho da Silveira,Male,18,Primary,Primary,course,<2 hr,yes,no,no,9,7,9,Portuguese,<2 hr X Primary,<2 hr X Primary
964,Mousinho da Silveira,Male,18,Secondary,Grade 5-9,course,<2 hr,no,no,no,4,0,0,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
965,Mousinho da Silveira,Male,19,Secondary,Grade 5-9,course,<2 hr,no,no,yes,6,11,9,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
966,Mousinho da Silveira,Male,18,Secondary,Secondary,course,2-5 hr,yes,no,no,4,8,8,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
967,Mousinho da Silveira,Male,16,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,yes,7,8,8,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
968,Mousinho da Silveira,Male,19,Grade 5-9,Primary,course,<2 hr,no,no,no,8,9,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
969,Mousinho da Silveira,Female,16,Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,5,5,7,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
970,Mousinho da Silveira,Female,17,Primary,Primary,course,<2 hr,yes,no,yes,7,9,10,Portuguese,<2 hr X Primary,<2 hr X Primary
971,Mousinho da Silveira,Male,20,Primary,Primary,course,<2 hr,yes,no,no,8,11,10,Portuguese,<2 hr X Primary,<2 hr X Primary
972,Mousinho da Silveira,Female,18,Post-Secondary,Secondary,course,<2 hr,yes,no,yes,10,11,10,Portuguese,<2 hr X Post-Secondary,<2 hr X Secondary
973,Mousinho da Silveira,Male,18,Secondary,Grade 5-9,course,<2 hr,yes,no,yes,9,10,11,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
974,Mousinho da Silveira,Male,19,Primary,Primary,home,2-5 hr,no,no,yes,10,9,11,Portuguese,2-5 hr X Primary,2-5 hr X Primary
975,Mousinho da Silveira,Male,17,Secondary,Secondary,course,2-5 hr,yes,no,yes,8,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
976,Mousinho da Silveira,Male,18,Primary,Secondary,course,<2 hr,no,no,no,9,10,9,Portuguese,<2 hr X Primary,<2 hr X Secondary
977,Mousinho da Silveira,Male,19,Primary,Primary,home,<2 hr,yes,no,yes,8,9,10,Portuguese,<2 hr X Primary,<2 hr X Primary
978,Mousinho da Silveira,Female,18,Primary,Grade 5-9,course,2-5 hr,yes,no,yes,6,8,8,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
979,Mousinho da Silveira,Female,19,Primary,Primary,course,<2 hr,yes,no,no,6,8,7,Portuguese,<2 hr X Primary,<2 hr X Primary
980,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,other,<2 hr,no,no,no,8,6,0,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
981,Mousinho da Silveira,Female,17,None,None,course,<2 hr,yes,no,yes,10,11,11,Portuguese,<2 hr X None,<2 hr X None
982,Mousinho da Silveira,Female,17,Secondary,Primary,course,5-10 hr,yes,yes,no,8,7,8,Portuguese,5-10 hr X Secondary,5-10 hr X Primary
983,Mousinho da Silveira,Female,17,Post-Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,8,8,0,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
984,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,7,6,8,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
985,Mousinho da Silveira,Female,17,Post-Secondary,Primary,course,<2 hr,yes,no,yes,8,10,9,Portuguese,<2 hr X Post-Secondary,<2 hr X Primary
986,Mousinho da Silveira,Female,17,Primary,Grade 5-9,course,<2 hr,no,no,yes,7,10,10,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
987,Mousinho da Silveira,Female,18,Primary,Primary,course,2-5 hr,no,no,yes,7,8,7,Portuguese,2-5 hr X Primary,2-5 hr X Primary
988,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,reputation,2-5 hr,no,no,yes,12,13,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
989,Mousinho da Silveira,Female,17,Secondary,Secondary,course,<2 hr,yes,no,yes,11,12,13,Portuguese,<2 hr X Secondary,<2 hr X Secondary
990,Mousinho da Silveira,Female,18,Primary,Grade 5-9,reputation,2-5 hr,no,no,yes,12,13,14,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
991,Mousinho da Silveira,Female,18,Post-Secondary,Post-Secondary,reputation,2-5 hr,no,no,yes,18,18,18,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
992,Mousinho da Silveira,Male,18,Post-Secondary,Post-Secondary,reputation,<2 hr,yes,no,yes,17,17,17,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
993,Mousinho da Silveira,Female,17,Post-Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,17,18,18,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
